day,slot_time,slot_name,slot_presentation_count,slot_cross_platform_count,presentation_id,presentation_number,posterboard_number,title,session_title,start,affiliation,products,source_keywords,presentation_url
Apr 20,9:00 AM,Morning,63,9,8222,2264,13,Spatial trajectories and niche rewiring from ground‑glass to solid transition in lung adenocarcinoma,Tumorigenesis and Early Microenvironmental Trajectories,4/20/2026 9:00:00 AM,"Seoul National University Hospital, Seoul, Korea, Republic of",Visium,Visium; 10X,https://www.abstractsonline.com/pp8/#!/21436/presentation/8222
Apr 20,9:00 AM,Morning,63,9,1100,2487,17,Integrating clinical and multiomics data to characterize ethnic disparities in breast cancer on the gulf coast,Community-Engaged Approaches to Equity Across the Cancer Journey: From Prevention to Trial Design,4/20/2026 9:00:00 AM,"Pathology, University of South Alabama College of Medicine, Mobile, AL | USA Health Biobank and Histology Service, University of South Alabama College of Medicine, Mobile, AL | Bruker Spatial Biology, Seattle, WA | SOM-Cell and Molecular Biology, School of Medicine at the University of Mississippi Medical Center, Jackson, MS",nCounter,nCounter; Bruker,https://www.abstractsonline.com/pp8/#!/21436/presentation/1100
Apr 20,9:00 AM,Morning,63,9,11345,LB122,9,"Dynamic interactions of spatially organized tumor, stromal and immune cellular niches predict outcome to immune checkpoint blockade (ICB) in recurrent or metastatic head and neck squamous cell carcinoma (RM-HNSCC)",Late-Breaking Research: Clinical Research 2,4/20/2026 9:00:00 AM,"Division of Medical Oncology and Hematology, Princess Margaret Cancer Centre, University Health Network, University of Toronto, Toronto, ON, Canada | Department of Biochemistry and Molecular Biology, Cumming School of Medicine, University of Calgary, Calgary, AB, Canada | Princess Margaret Cancer Centre, University Health Network, University of Toronto, Toronto, ON, Canada | Department of Pathology and Laboratory Medicine, Cumming School of Medicine, University of Calgary, Calgary, AB, Canada | Department of Oncology, Cumming School of Medicine, University of Calgary, Calgary, AB, Canada",Visium,Visium; 10X,https://www.abstractsonline.com/pp8/#!/21436/presentation/11345
Apr 20,9:00 AM,Morning,63,9,11346,LB123,10,Spatial immune architecture at single-cell resolution predicts response to atezolizumab plus bevacizumab in advanced HCC,Late-Breaking Research: Clinical Research 2,4/20/2026 9:00:00 AM,"Liver Cancer Translational Research Group, Institut d’Investigacions Biomèdiques August Pi i Sunyer, Hospital Clínic, Barcelona. Mount Sinai Liver Cancer Program, Divisions of Liver Diseases, Tisch Cancer Institute, Icahn School of Medicine at Mount Sinai, New York, NY | Cancer Epigenetics Group, Josep Carreras Leukaemia Research Institute (IJC), IJC Building, Germans Trias I Pujol, Barcelona, Spain | Liver Cancer Translational Research Group, Institut d’Investigacions Biomèdiques August Pi i Sunyer, Hospital Clínic, Barcelona, Spain | Liver Cancer Translational Research Group, Institut d’Investigacions Biomèdiques August Pi i Sunyer, Hospital Clínic; Pathology Department and Molecular Biology Core, Hospital Clínic of Barcelona, Barcelona, Spain | Josep Carreras Leukemia Research Institute (IJC), Barcelona, Spain | Liver Cancer Translational Research Group, Institut d’Investigacions Biomèdiques August Pi i Sunyer, Hospital Clínic, Barcelona; Centro de Investigación Biomédica en Red de Enfermedades Hepáticas y Digestivas, Madrid, Barcelona, Spain | Digestive Oncology, Department of Gastroenterology, University Hospitals Leuven, Leuven, Belgium | Department of Immunology and Immunotherapy, Icahn School of Medicine at Mount Sinai, New York, NY | Research Department of Oncology, UCL Cancer Institute, University College London, Royal Free Hospital, London, United Kingdom | Department of Visceral Surgery and Medicine, Inselspital, Bern University Hospital, University of Bern, Bern, Switzerland | Department of Medicine I, University Medical Center Schleswig Holstein Campus Lübeck, Lübeck, Germany | Newcastle University Translational Research Institute, Newcastle upon Tyne NHS Foundation Trust, and NIHR Newcastle Biomedical Research Centre, Newcastle, United Kingdom | Department of Medical Oncology, Centre Eugène Marquis, Rennes, France | Department of Gastroenterology, University Liver and Cancer Centre, Frankfurt, Germany | Department of Hepatogastroenterology and Medical Oncology, CHU de Bordeaux Hôpital Haut-Lévêque, Pessac, France | Department of Medical Oncology, The Christie NHS Foundation Trust, Wilmslow Road, Manchester, United Kingdom | Division of Gastroenterology and Hepatology, Department of Medicine, Medical University of Vienna, Vienna, Austria | Department of Gastroenterology, Hepatology and Infectious Diseases, University Hospital Dusseldorf, Medical Faculty at Heinrich Heine University Dusseldorf, Dusseldorf, Germany | Hannover Medical School, Hannover, Austria | Mount Sinai Liver Cancer Program, Divisions of Liver Diseases, Department of Medicine, Tisch Cancer Institute, Icahn School of Medicine at Mount Sinai, New York, NY | Department of Oncology and Hemato-Oncology, University of Milan, Milan, Italy; HPB Surgery, Hepatology and Liver Transplantation, Fondazione IRCCS Istituto Nazionale Tumori di Milano, Milan, Italy | Josep Carreras Leukemia Research Institute (IJC).Centro de Investigacion Biomedica en Red Cancer. Institucio Catalana de Recerca i Estudis Avançats (ICREA), Barcelona, Spain | Department of Gastroenterology and Hepatology, University Hospitals KU Leuven, Leuven, Belgium | Josep Carreras Leukemia Research Institute (IJC). Barcelona Supercomputing Center (BSC), Barcelona, Spain",Xenium,Xenium; 10X,https://www.abstractsonline.com/pp8/#!/21436/presentation/11346
Apr 20,9:00 AM,Morning,63,9,11264,LB163,5,Spatial analysis of head and neck cancer reveals two ecosystems with distinct modes of epithelial-to-mesenchymal transition,"Late-Breaking Research: Bioinformatics, Computational Biology, Systems Biology, and Convergent Science 1",4/20/2026 9:00:00 AM,"Weizmann Institute of Science, Rehovot, Israel | Washington University School of Medicine, St. Louis, MO | Columbia University Irving Medical Center, New York, NY",Visium,Visium; 10X,https://www.abstractsonline.com/pp8/#!/21436/presentation/11264
Apr 20,9:00 AM,Morning,63,9,705,2207,26,The impact of tumor treating fields (TTFields) on the transcriptome and the secretome of cancer stem-like cells isolated from the sub-ventricular zone of glioblastoma patients,Metabolic and Transcriptional Control of Cancer Stem Cell Plasticity,4/20/2026 9:00:00 AM,"Cell Biology and Physiology, University of New Mexico Health Sciences Center, Albuquerque, NM | Neurosurgery, University of New Mexico Health Sciences Center, Albuquerque, NM",,10X; Bruker,https://www.abstractsonline.com/pp8/#!/21436/presentation/705
Apr 20,9:00 AM,Morning,63,9,2967,1412,6,Informatics-driven spatial-omics for cancer immunotherapy discovery in gynecologic cancers,Application of Bioinformatics to Cancer Biology 2,4/20/2026 9:00:00 AM,"Stanford University, Stanford, CA | The University of Texas MD Anderson Cancer Center, Houston, TX | Harvard Medical School, Boston, MA",GeoMx,GeoMx,https://www.abstractsonline.com/pp8/#!/21436/presentation/2967
Apr 20,9:00 AM,Morning,63,9,2971,1416,10,Stress-responsive glucocorticoid receptor signaling shapes the immune tumor microenvironment in lung cancer,Application of Bioinformatics to Cancer Biology 2,4/20/2026 9:00:00 AM,"Food Science and Human Nutrition, University of Illinois at Urbana-Champaign, Champaign, IL | National Center for Supercomputing Applications, University of Illinois Urbana-Champaign, Champaign, IL | VCU Massey Comprehensive Cancer Center, Richmond, VA | School of Public Health, University of Illinois Chicago, Chicago, IL",Visium,Visium,https://www.abstractsonline.com/pp8/#!/21436/presentation/2971
Apr 20,9:00 AM,Morning,63,9,3099,1442,5,Spatial transcriptomics informed tumor purity estimation from histology slides for triple negative breast cancer,Digital Pathology 2,4/20/2026 9:00:00 AM,"Cedars-Sinai Medical Center, Los Angeles, CA | Huntington Health, Pasadena, CA | Dartmouth Geisel School of Medicine, Hanover, NH | Dartmouth Hitchcock Medical Center, Lebanon, NH | Zarif Azher (Individual), Great Falls, VA",Visium,Visium,https://www.abstractsonline.com/pp8/#!/21436/presentation/3099
Apr 20,9:00 AM,Morning,63,9,5198,1527,9,Conformal external beam radiation increases B7-H3 expression in a murine model of pancreatic cancer liver metastases and promotes CAR T cell function,CAR T Cell Targets and TME Reprogramming,4/20/2026 9:00:00 AM,"Department of Surgery, UC Davis Medical Center, Sacramento, CA | Department of Surgery and Biomedical Engineering, UC Davis Medical Center, Sacramento, CA | Department of Internal Medicine, UC Davis Medical Center, Sacramento, CA | Department of Radiation Oncology, UC Davis Medical Center, Sacramento, CA | Department of Dermatology, UC Davis Medical Center, Sacramento, CA",Incucyte,Incucyte,https://www.abstractsonline.com/pp8/#!/21436/presentation/5198
Apr 20,9:00 AM,Morning,63,9,5205,1538,20,Oncostatin-M ligand-based CAR T-cell therapy targets and eliminates lung adenocarcinoma,CAR T Cell Targets and TME Reprogramming,4/20/2026 9:00:00 AM,"Case Western Reserve University School of Medicine, Cleveland, OH",Incucyte,Incucyte,https://www.abstractsonline.com/pp8/#!/21436/presentation/5205
Apr 20,9:00 AM,Morning,63,9,1275,1589,10,Spatial and molecular profiling of multinucleated giant macrophages in pancreatic ductal adenocarcinoma,Innate Immunity in Cancer,4/20/2026 9:00:00 AM,"University of Milan, Milan, Italy | IRCCS Humanitas Research Hospital, Rozzano, Italy | Dept of Immunology and Inflammation, Humanitas Clinical and Research Center, Milano, Italy | University of Verona, Verona, Italy | IRCCS Istituto Clinico Humanitas, Pieve Emanuele, Italy",GeoMx,GeoMx,https://www.abstractsonline.com/pp8/#!/21436/presentation/1275
Apr 20,9:00 AM,Morning,63,9,4294,1609,1,Unlocking pMHC target space for next generation T cell engagers in oncology and autoimmunity,T Cell Engagers 1,4/20/2026 9:00:00 AM,"T-Therapeutics Ltd, Cambridge, United Kingdom",TCR Discovery,TCR Discovery,https://www.abstractsonline.com/pp8/#!/21436/presentation/4294
Apr 20,9:00 AM,Morning,63,9,4536,1630,22,"Preclinical investigation of a novel tumor associated antigen, cb02, as a bispecific t-cell engager in cancer",T Cell Engagers 1,4/20/2026 9:00:00 AM,"Cartography Biosciences, Inc., South San Francisco, CA",Antibody Discovery,Antibody Discovery,https://www.abstractsonline.com/pp8/#!/21436/presentation/4536
Apr 20,9:00 AM,Morning,63,9,5102,1633,25,MAIT engagers: Avoiding Treg suppression to deliver stronger activity in solid tumors.,T Cell Engagers 1,4/20/2026 9:00:00 AM,"Biomunex Pharmaceuticals, Paris, France | Universitats Klinikum Schleswig-Holstein,, Kiel, Germany | IRCM, Univ Montpellier, ICM, INSERM, Montpellie, France",Chromium,Chromium,https://www.abstractsonline.com/pp8/#!/21436/presentation/5102
Apr 20,9:00 AM,Morning,63,9,5480,1655,14,Building a recombinant Factor C assay to enable sustainable endotoxin testing in antibody development,Antibody Technologies and Platforms 1,4/20/2026 9:00:00 AM,"ACROBiosystems Co., Ltd., Beijing, China | ACROBiosystems Inc., Newark, DE",Antibody Discovery,Antibody Discovery,https://www.abstractsonline.com/pp8/#!/21436/presentation/5480
Apr 20,9:00 AM,Morning,63,9,5350,1678,7,Integrated ADC platform: From discovery to functional evaluation,Antibody-Drug Conjugates and Linker Engineering 1,4/20/2026 9:00:00 AM,"WuXi AppTec, Shanghai, China",Antibody Discovery,Antibody Discovery,https://www.abstractsonline.com/pp8/#!/21436/presentation/5350
Apr 20,9:00 AM,Morning,63,9,5353,1681,10,RenLite® transgenic mice provide a high-quality platform for accelerating the development of fully human bispecific antibodies or ADCs worldwide,Antibody-Drug Conjugates and Linker Engineering 1,4/20/2026 9:00:00 AM,"Biocytogen, Waltham, MA, MA",Antibody Discovery,Antibody Discovery,https://www.abstractsonline.com/pp8/#!/21436/presentation/5353
Apr 20,9:00 AM,Morning,63,9,5398,1726,23,NEOK002 (ABL209): Redesigning an EGFRxMUC1 bispecific TOP1i ADC with promising anti-tumor activity and enhanced therapeutic window,Antibody-Drug Conjugates and Linker Engineering 2,4/20/2026 9:00:00 AM,"ABL Bio Inc., Seoul, Korea, Republic of",Incucyte,Incucyte,https://www.abstractsonline.com/pp8/#!/21436/presentation/5398
Apr 20,9:00 AM,Morning,63,9,5399,1728,25,Overcoming target heterogeneity in gastric cancer with an eKiH-engineered CLDN18.2×HER2 bispecific ADC,Antibody-Drug Conjugates and Linker Engineering 2,4/20/2026 9:00:00 AM,"AbTis Co., Ltd, Yongin, Korea, Republic of | Dong-A ST Research Headquarter, Yongin, Korea, Republic of",Antibody Discovery,Antibody Discovery,https://www.abstractsonline.com/pp8/#!/21436/presentation/5399
Apr 20,9:00 AM,Morning,63,9,4868,1798,18,Nicotinamide phosphoribosyltransferase (NAMPT) inhibitor-resistant rhabdomyosarcoma (RMS) models exhibit alterations in metabolic and genomic profiles,Mechanisms of Drug Resistance 2,4/20/2026 9:00:00 AM,"National Cancer Institute Center for Cancer Research | Pediatric Oncology Branch, National Cancer Institute, National Institutes of Health, Bethesda, MD | Advanced Biomedical Computational Science, Frederick National Laboratory for Cancer Research, Frederick, MD | Advanced Biomedical Computational Science, Frederick National Laboratory for Cancer Research,, Frederick, MD | , National Cancer Institute, National Institutes of Health, Bethesda, MD | National Cancer Institute, Bethesda, MD | Pediatric Oncology,NIH, NCI-CCR, Bethesda, MD | Pediatric Oncology Branch, National Cancer Institute, National Institutes of Health,, Bethesda, MD",Incucyte,Incucyte,https://www.abstractsonline.com/pp8/#!/21436/presentation/4868
Apr 20,9:00 AM,Morning,63,9,2336,2048,8,Exosomal micrornas as epigenetic biomarkers of disease progression in Hispanic men with metastatic castration-resistant prostate cancer,"MicroRNAs as Cancer Biomarkers, Therapeutic Targets, and Modulators of Treatment Response",4/20/2026 9:00:00 AM,"Ponce Health Sciences University, Ponce, Puerto Rico | University of Puerto Rico at Mayaguez, Mayaguez, Puerto Rico | Pontificia Universidad Católica de Puerto Rico, Ponce, Puerto Rico | Moffitt Cancer Center, Tampa, FL",nCounter,nCounter,https://www.abstractsonline.com/pp8/#!/21436/presentation/2336
Apr 20,9:00 AM,Morning,63,9,10674,2089,19,Sex-specific IgA secretion in muscle-invasive bladder cancer: A preliminary study,Aging and Host Determinants of Tumor Progression: The Macroenvironmental Axis,4/20/2026 9:00:00 AM,"Urologic Oncology Research Division, Cancer Research Program, Research Institute of the McGill University Health Center, Montréal, QC, Canada | Department of Biomedical and Molecular Sciences, Queen's University, Kingston, ON, Canada | Department of Surgery, Division of Surgery, Cancer Research Program, McGill University, Montréal, QC, Canada",GeoMx,GeoMx,https://www.abstractsonline.com/pp8/#!/21436/presentation/10674
Apr 20,9:00 AM,Morning,63,9,10684,2093,23,Elucidating the mechanistic connection between the elevated occurrence of EGFR mutation in Hispanic/Latinx lung adenocarcinoma patients,Aging and Host Determinants of Tumor Progression: The Macroenvironmental Axis,4/20/2026 9:00:00 AM,"Department of Integrative Translational Sciences, City of Hope, Duarte, CA | Department of Pathology, USC Keck School of Medicine, Los Angles, CA | Department of Pathology, City of Hope, Duarte, CA | Division of Thoracic Surgery, Department of Surgery, City of Hope, Duarte, CA",Visium,Visium,https://www.abstractsonline.com/pp8/#!/21436/presentation/10684
Apr 20,9:00 AM,Morning,63,9,6152,2123,21,A high resolution spatial transcriptomic atlas of the bone marrow microenvironment pre and post prostate cancer seeding,Characterization of Metastases by Imaging and Profiling,4/20/2026 9:00:00 AM,"Tumor Microenvironment & Metastasis, Moffitt Cancer Center, Tampa, FL | University of South Florida, Tampa, FL | Moffitt Cancer Center, Tampa, FL",Visium,Visium,https://www.abstractsonline.com/pp8/#!/21436/presentation/6152
Apr 20,9:00 AM,Morning,63,9,8266,2217,3,Immune-active and mesenchymal endothelial programs define TLS presence in the tumor microenvironment,Tertiary Lymphoid Structures in Cancer,4/20/2026 9:00:00 AM,"Medical Oncology, Dana-Farber Cancer Institute, Boston, MA | Center for Virology and Vaccine Research, Beth Israel Deaconess Medical Center, Boston, MA | Tissue Biomarker Lab, Dana-Farber Cancer Institute, Boston, MA | Department of Data Sciences, Dana-Farber Cancer Institute, Boston, MA | Department of Pathology, Brigham & Women's Hospital, Boston, MA",GeoMx,GeoMx,https://www.abstractsonline.com/pp8/#!/21436/presentation/8266
Apr 20,9:00 AM,Morning,63,9,8269,2218,4,Tertiary lymphoid structures in colorectal cancer: Clinical significance and their interaction with CAFs and the immune microenvironment,Tertiary Lymphoid Structures in Cancer,4/20/2026 9:00:00 AM,"Department of Gastroenterological Surgery, Osaka Metropolitan University, Osaka, Japan | Department of Pathophysiology, Osaka Metropolitan University, Osaka, Japan | Department of Gastroenterology and Hepatology, Kyoto University, Japan, Kyoto, Japan | Department of Molecular Oncology and Therapeutics, Osaka Metropolitan University, Osaka, Japan",Xenium,Xenium,https://www.abstractsonline.com/pp8/#!/21436/presentation/8269
Apr 20,9:00 AM,Morning,63,9,8272,2220,6,A spatially resolved multi-omics atlas of tertiary lymphoid structures in ovarian cancer,Tertiary Lymphoid Structures in Cancer,4/20/2026 9:00:00 AM,"Research Program in Systems Oncology, University of Helsinki, Helsinki, Finland | Translational Immunology Research Program, University of Helsinki and Helsinki University Hospital, Helsinki, Finland | Department of Obstetrics and Gynecology, and Clinical Trials Unit, Comprehensive Cancer Centre, Helsinki University Hospital, Helsinki, Finland | Department of Pathology, University of Helsinki and HUS Diagnostic Center, Helsinki University Hospital, Helsinki, Finland",GeoMx,GeoMx,https://www.abstractsonline.com/pp8/#!/21436/presentation/8272
Apr 20,9:00 AM,Morning,63,9,8273,2222,8,Mapping lymphoid responses to tumor growth and lymph node metastasis: multiomic spatial analysis of pancreatic ductal adenocarcinoma reveals tertiary lymph node structures,Tertiary Lymphoid Structures in Cancer,4/20/2026 9:00:00 AM,"Surgery, Stanford University, Stanford, CA | Pathology, Stanford University, Stanford, CA",G4X,G4X,https://www.abstractsonline.com/pp8/#!/21436/presentation/8273
Apr 20,9:00 AM,Morning,63,9,8419,2254,3,3D multimodal spatial profiling of pre-gastric cancer progression using same-slide RNA-protein and fluorescent H&E,Tumorigenesis and Early Microenvironmental Trajectories,4/20/2026 9:00:00 AM,"Vanderbilt University, Nashville, TN | Vanderbilt University Medical Center, Nashville, TN | LG AI Research, Seoul, Korea, Republic of",G4X,G4X,https://www.abstractsonline.com/pp8/#!/21436/presentation/8419
Apr 20,9:00 AM,Morning,63,9,1913,2291,13,Exposure to plastic additives suggests potential androgen receptor agonism in prostate cancer,Hormone Receptor Signaling and Therapeutic Targeting,4/20/2026 9:00:00 AM,"Duke University, Durham, NC | University of Pennsylvania, Philadelphia, PA",Incucyte,Incucyte,https://www.abstractsonline.com/pp8/#!/21436/presentation/1913
Apr 20,9:00 AM,Morning,63,9,1916,2294,16,Examining the effect of second-generation antiandrogens in androgen receptor-overexpressing prostate cancer cells,Hormone Receptor Signaling and Therapeutic Targeting,4/20/2026 9:00:00 AM,"Faculty of Medicine and Health Technology, Tampere University, Tampere, Finland",Incucyte,Incucyte,https://www.abstractsonline.com/pp8/#!/21436/presentation/1916
Apr 20,9:00 AM,Morning,63,9,2754,2321,20,Expression of 27-hydroxycholesterol metabolizing enzymes and breast cancer clinicopathological characteristics: The Multiethnic Cohort Study,"Biomarkers of Endogenous or Exogenous Exposures, Early Detection, Biological Effects, and Prognosis",4/20/2026 9:00:00 AM,"Cancer Biology Program, University of Hawai'i Cancer Center, Honolulu, HI | Department of Epidemiology and Biostatistics, School of Medicine, University of California San Francisco, San Francisco, CA | Population Sciences of the Pacific, University of Hawai'i Cancer Center, Honolulu, HI | Department of Population and Public Health Sciences, University of Southern California, Keck School of Medicine, Los Angeles, CA | USC Norris Comprehensive Cancer Center, Los Angeles, CA",nCounter,nCounter,https://www.abstractsonline.com/pp8/#!/21436/presentation/2754
Apr 20,9:00 AM,Morning,63,9,6479,2402,10,Rapid lead generation with the Pioneer Antibody Discovery Platform,"Antibodies, Antibody-Drug Conjugates, and Nucleic Acids",4/20/2026 9:00:00 AM,"Bio-Rad Laboratories, Hercules, CA | Bio-Rad Laboratories, Munich, Germany",Antibody Discovery,Antibody Discovery,https://www.abstractsonline.com/pp8/#!/21436/presentation/6479
Apr 20,9:00 AM,Morning,63,9,9773,2436,6,Gastric cancer-derived tertiary lymphoid structure score from single-cell spatial transcriptomics with pan-cancer validation for immunotherapy response,Biomarkers Predictive of Therapeutic Benefit 3,4/20/2026 9:00:00 AM,"Tianjin Medical University Cancer Institute and Hospital, Tianjin, China",CosMx,CosMx,https://www.abstractsonline.com/pp8/#!/21436/presentation/9773
Apr 20,9:00 AM,Morning,63,9,1103,2490,20,Systemic molecular disparities in Black vs. White breast cancer survivors: Beyond socioeconomic determinants,Community-Engaged Approaches to Equity Across the Cancer Journey: From Prevention to Trial Design,4/20/2026 9:00:00 AM,"The Quarry Lane School, Dublin, CA | Dept. of Oncology, Georgetown Lombardi Comp. Cancer Center, Washington | Georgetown Lombardi Comprehensive Cancer Ctr., Washington",nCounter,nCounter,https://www.abstractsonline.com/pp8/#!/21436/presentation/1103
Apr 20,9:00 AM,Morning,63,9,3725,2496,3,In silico screeening of therapeutics candidates targeting minimal residual disease in glioblastoma,Data-Driven Approaches to Precision Oncology,4/20/2026 9:00:00 AM,"Neurological Surgery, Northwestern Univ. Feinberg School of Medicine, Chicago, IL | Biochemistry and Molecular Genetics, Northwestern Univ. Feinberg School of Medicine, Chicago, IL | Professor, Dept. of Path. & Lab Med., Northwestern University - Evanston, IL, Chicago, IL | Department of Laboratory Medicine and Pathology, Mayo Clinic Jacksonville, Chicago, IL | Pathology, Northwestern Univ. Feinberg School of Medicine, Chicago, IL | Radiation Oncology, Northwestern Univ. Feinberg School of Medicine, Chicago, IL | Neurology, Northwestern Univ. Feinberg School of Medicine, Chicago, IL | Duke Cancer Institute, Durham, NC | Neuro-Oncology, University of California San Francisco, San Franscisco, CA | Ctr. for Neuro-Oncology, Dana-Farber Cancer Institute, Boston, MA",Visium,Visium,https://www.abstractsonline.com/pp8/#!/21436/presentation/3725
Apr 20,9:00 AM,Morning,63,9,3740,2512,19,A real time imaging based functional precision medicine (FPM) assay for glioblastoma,Data-Driven Approaches to Precision Oncology,4/20/2026 9:00:00 AM,"DFCI/Harvard Medical School, Boston, MA | École Polytechnique Fédérale de Lausanne, Lausanne, Switzerland | Assistant Professor of Path., Dept. of Med. Onc., Dana-Farber Cancer Institute, Boston, MA",Incucyte,Incucyte,https://www.abstractsonline.com/pp8/#!/21436/presentation/3740
Apr 20,9:00 AM,Morning,63,9,9481,2564,8,Investigating the combination of natural killer immunotherapy with radiation therapy for muscle invasive bladder cancer,Immunomodulatory Effects of Targeted Therapies,4/20/2026 9:00:00 AM,"Cancer Research Program, McGill University Health Centre, Montréal, QC, Canada | Cancer and Angiogenesis, McGill University Health Centre, Montréal, QC, Canada | Medical Physics Unit, McGill University Health Centre, Montréal, QC, Canada | Microbiology and Immunology, McGill University Health Centre, Montréal, QC, Canada | Surgery, Division of Adult Urology, McGill University Health Centre, Montréal, QC, Canada",GeoMx,GeoMx,https://www.abstractsonline.com/pp8/#!/21436/presentation/9481
Apr 20,9:00 AM,Morning,63,9,4036,2654,6,"DB-1421, an optimized EGFR/MUC1 bispecific ADC, exhibits improved tumor selectivity, promising efficacy and safety in preclinical studies",Targeted Antigen Therapies and Immunity,4/20/2026 9:00:00 AM,"Duality Biologics Ltd, Shanghai, China | Dualitybio Inc., Wilmington, DE",Incucyte,Incucyte,https://www.abstractsonline.com/pp8/#!/21436/presentation/4036
Apr 20,9:00 AM,Morning,63,9,4047,2657,9,"DB-1326, a novel dual-payload TA-MUC1-directed antibody-drug conjugate, shows potent antitumor efficacy in pre-clinical tumor model",Targeted Antigen Therapies and Immunity,4/20/2026 9:00:00 AM,"Duality Biologics Ltd, Shanghai, China | Dualitybio Inc., Wilmington, DE | Duality Biologics, Basking Ridge, NJ",Incucyte,Incucyte,https://www.abstractsonline.com/pp8/#!/21436/presentation/4047
Apr 20,9:00 AM,Morning,63,9,11347,LB124,11,Patient-derived organoid-immune cell co-cultures and spatial biology support a CD44v9 cancer stem cell-directed therapeutic strategy for adamantinomatous craniopharyngioma,Late-Breaking Research: Clinical Research 2,4/20/2026 9:00:00 AM,"University of Georgia, Athens, GA | University of Arizona College of Medicine, Tucson, AZ | Brigham and Women's Hospital, Harvard Medical School Department of Pathology, Boston, MA | Brigham and Women's Hospital, Harvard Medical School Department of Pa-thology, Boston, MA | Department of Neuropathology, Barrow Neurological Institute, Pheonix, AZ | Department of Neuropathology, Barrow Neurological Institute, Phoenix, AZ | Department of Neurosurgery, Barrow Neurological Institute, Phoenix, AZ | Department of Neuro-oncology, Barrow Neurological Institute, Phoenix, AZ",CosMx,CosMx,https://www.abstractsonline.com/pp8/#!/21436/presentation/11347
Apr 20,9:00 AM,Morning,63,9,11276,LB175,17,Weakly supervised deep learning enables spatially resolved cell type inference from H&E histopathology,"Late-Breaking Research: Bioinformatics, Computational Biology, Systems Biology, and Convergent Science 1",4/20/2026 9:00:00 AM,"NIH-NCI, Bethesda, MD",Visium,Visium,https://www.abstractsonline.com/pp8/#!/21436/presentation/11276
Apr 20,9:00 AM,Morning,63,9,2987,1432,26,Single-cell-derived gene-pair classifiers for prostate cancer prognostication,Application of Bioinformatics to Cancer Biology 2,4/20/2026 9:00:00 AM,"Pathology and Laboratory Medicine, Weill Cornell Medicine, New York, NY",,10X,https://www.abstractsonline.com/pp8/#!/21436/presentation/2987
Apr 20,9:00 AM,Morning,63,9,2242,1967,19,Methylation-based classification of circulating tumor DNA using enzymatic methyl-seq in a pan-cancer clinical cohort,DNA Methylation,4/20/2026 9:00:00 AM,"Labcorp, San Diego, CA | Labcorp, Durham, NC",,10X,https://www.abstractsonline.com/pp8/#!/21436/presentation/2242
Apr 20,9:00 AM,Morning,63,9,7795,1975,1,Genomic drivers of plasticity in transformed small cell lung cancer,Genomic Drivers of Cancer Pathogenesis,4/20/2026 9:00:00 AM,"Memorial Sloan Kettering Cancer Center, New York, NY",,10X,https://www.abstractsonline.com/pp8/#!/21436/presentation/7795
Apr 20,9:00 AM,Morning,63,9,7853,2000,26,A spontaneous CTNNB1 driver mutation reversion in a primary ovarian clear cell carcinoma,Genomic Drivers of Cancer Pathogenesis,4/20/2026 9:00:00 AM,"City of Hope, Duarte, CA | University of Southern California, Los Angeles, CA",,10X,https://www.abstractsonline.com/pp8/#!/21436/presentation/7853
Apr 20,9:00 AM,Morning,63,9,10678,2092,22,Single-cell RNA sequencing reveals ancestry-associated molecular and cellular immunosuppressive features in non-small cell lung cancer,Aging and Host Determinants of Tumor Progression: The Macroenvironmental Axis,4/20/2026 9:00:00 AM,"Cancer Biology, Wake Forest University School of Medicine, Winston Salem, NC | Atrium Wake Forest Baptist Comprehensive Cancer Center, Winston Salem, NC | Biochemistry, Wake Forest University School of Medicine, Winston Salem, NC | General Surgery, Wake Forest University School of Medicine, Winston Salem, NC | Cardiothoracic Surgery, Wake Forest University School of Medicine, Winston Salem, NC | Pathology, Wake Forest University School of Medicine, Winston Salem, NC | Biostatistics and Data Science, Wake Forest University School of Medicine, Winston Salem, NC | Cancer Medicine, Wake Forest University School of Medicine, Winston Salem, NC",,10X,https://www.abstractsonline.com/pp8/#!/21436/presentation/10678
Apr 20,9:00 AM,Morning,63,9,6142,2117,15,Single cell chromatin accessibility profiling of human metastatic tumor cells,Characterization of Metastases by Imaging and Profiling,4/20/2026 9:00:00 AM,"Tumor Microenvironment and Metastasis Laboratory, Centro Basal Ciencia & Vida, Fundación Ciencia y Vida., Santiago, Chile | Department of Neurological Surgery, University of California San Francisco, San Francisco, CA | Department of Anatomy, University of California San Francisco, USA., San Francisco, CA | Tumor Microenvironment and Metastasis Laboratory, Centro Basal Ciencia & Vida, Fundación Ciencia y Vida; Universidad San Sebastian., Santiago, Chile",,10X,https://www.abstractsonline.com/pp8/#!/21436/presentation/6142
Apr 20,9:00 AM,Morning,63,9,7166,2173,24,Development of novel syngeneic mouse models of mHSPC and mCRPC for evaluation of radiopharmaceuticals on the immune tumor microenvironment (TME),"In Vivo Models 1: Mouse, Zebrafish, and Alternative Species",4/20/2026 9:00:00 AM,"Radiation Oncology, Columbia University Irving Medical Center, New York, NY | Columbia University Irving Medical Center, New York, NY",,10X,https://www.abstractsonline.com/pp8/#!/21436/presentation/7166
